"prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC","instance"
0.3545,2.44905159931042,0.0098477338918335,0.0076696491307102,8414.22391182897,8339.44532677968,247
0.2635,4.52134498281454,0.0546852358347619,0.0502476287756408,3126.02528784719,2738.04332902886,248
0.3,3.41659646516938,0.139276984410989,0.101787208048067,773.822239450772,986.96733151494,249
0.4295,7.1186432910812,0.0744804549590305,0.0611782709212689,3485.09540703037,3606.26227865775,250
0.4395,5.94548717607407,0.0377790373560095,0.0295758972858015,5943.20842816001,6111.48587467194,251
0.2245,4.60354821945893,0.0258010741900744,0.0232138752525104,6479.56523762949,5697.02296610896,252
0.4615,9.83947717636516,0.0471430920966856,0.0382687235451347,7955.8523619092,7954.22547959988,253
0.444,5.83707868242072,0.106530579658376,0.0634952806315578,1838.76446861688,2777.42341461978,254
0.189,2.92860071006389,0.0740509606001639,0.0688676090081435,1424.61400857463,1238.41372033593,255
0.306,4.94351643829802,0.0294261701646785,0.027050646085651,6179.5640624161,5386.14285228374,256
0.4495,6.80795691400178,0.05414090818284,0.0463492343272302,4776.81902754061,4550.39393806774,257
0.1955,4.14377569213748,0.0451175493232675,0.0427014703619554,3363.6634844149,2837.1121337518,258
0.1715,2.53164914239321,0.0841850399417311,0.0765870781925396,1072.7068550877,953.93986251079,259
0.26,2.1620153080333,0.028001606663601,0.0253593576910843,2766.13844059225,2437.40303178878,260
0.3095,3.62763880581343,0.0117575175500389,0.00997686558291797,10457.7257299352,9611.66896801268,261
0.2185,1.79158612715189,0.0166489393241994,0.0141533939332189,3608.6009395714,3297.58823589341,262
0.34,5.26173974235713,0.0539863613220261,0.0333769136415263,3518.0036590697,4767.51581255604,263
0.424,3.22738547937987,0.0123962787466757,0.00792459171614422,9348.48456302423,11123.1011015306,264
0.415,3.498854500597,0.0100229627585089,0.00445369437792781,12073.843854078,19212.637816819,265
0.4025,6.11567710832863,0.0275831772595956,0.0160111496744402,8183.07947676581,11155.1815802535,266
0.423,3.50981585308784,0.0241886727758593,0.0104735275925456,5261.3862913843,9365.72707001992,267
0.266,4.7770227088883,0.0423813694824314,0.0395086929036739,4202.56339038891,3618.491171479,268
0.3,4.08492599823214,0.0645584141370572,0.0563637913106737,2307.87332985724,2183.38939724314,269
0.3115,4.65319531900935,0.0262788704356953,0.0222827305688677,6601.93835114281,6216.48030929561,270
0.349,5.14531300614269,0.012499863887494,0.00950078465995157,14514.9516760777,14772.7865864294,271
0.3195,3.92689264182778,0.0466133281945872,0.0297375274752037,3025.99907971778,3875.68340426905,272
0.2055,3.22916330775309,0.0599660971096572,0.0561187336185849,1955.6986081757,1688.68146042361,273
0.4635,13.7929351989104,0.0441888427554379,0.040891055173596,12027.3468337776,10379.4610439451,274
0.338,2.35471664794008,0.00802170916220393,0.00531630596358223,9497.33397651855,10358.3459687688,275
0.4445,4.50255437798825,0.0119059917637424,0.00845477556510633,13650.519269315,14824.5083722682,276
0.195,4.075195355186,0.0970464464527631,0.0802663460785661,1461.50393264696,1492.11082952507,277
0.2965,3.08965283030313,0.0311835826319343,0.0122232305515552,3514.25854384126,6966.85524274787,278
0.412,6.4654989088682,0.0486572315315454,0.0381090716367435,4996.69915636892,5224.09703422606,279
0.4395,10.5697315369141,0.0458304109230681,0.0400103708751372,8685.28798043205,7950.6908442189,280
0.401,2.88348306260092,0.0109658545200093,0.00723254255816271,9191.27215310719,10512.5015728392,281
0.322,3.79369623331241,0.0281439688799129,0.0264108364354991,4961.56244104548,4199.06559348919,282
