"instance","prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC"
6917,0.2845,4.33374552453232,0.0149111586186341,0.00798933104029614,10165.1974982427,13926.5690834391
6918,0.303,2.04137617448958,0.012121887438298,0.00600198220080536,5740.75284704702,8233.50588530713
6919,0.3165,2.0883956558074,0.0076222899705317,0.00653106586425365,8745.621023164,7883.91998650917
6920,0.2095,2.69088341705688,0.00955170753922315,0.00543029286537164,8786.01634452248,10616.690550965
6921,0.2515,4.6328270350254,0.0403475665131269,0.0381624927119199,4331.58560180937,3687.98067492375
6922,0.161,5.20140260640455,0.0103994674268577,0.00853985061240419,15087.1471049316,13967.240044471
6923,0.1655,5.21881268738647,0.0219864647096857,0.0131851463507245,7989.67812017642,10094.635572323
6924,0.096,3.41036223520454,0.0372585647074771,0.0347574271044977,3104.44173462505,2647.66244165851
6925,0.362,3.84083256330919,0.0114572059822596,0.00750964216026514,11708.1597633904,13457.9898487843
6926,0.3295,3.91662167663632,0.0171572241124233,0.00745689690040169,8177.04281773051,13715.8892750727
6927,0.2405,3.79254771510451,0.00967992770701475,0.00703342118934013,12616.529930885,12950.9052665585
6928,0.2885,3.64715285517771,0.00959701320593352,0.00692469502243101,12701.5241998326,13128.2615389433
6929,0.2025,2.84519394375753,0.0853235501428443,0.0739493941124068,1193.02671288132,1125.06554779216
6930,0.3145,4.3906592550596,0.00665304048635952,0.00475018350707586,21061.9987116796,21781.5169911945
6931,0.201,2.94184322565407,0.0198027030003744,0.00822543120353969,5133.27051901439,8593.44066324343
6932,0.1245,6.37881813216609,0.0260841193363493,0.0218917130135299,8363.97560858336,7854.03313308629
6933,0.133,2.52936890515078,0.0715692983306233,0.0589627795654451,1251.75189876379,1227.8130511777
6934,0.1325,4.43551548439144,0.0074589832959035,0.0050456879432132,15483.1696255408,15561.2257530684
6935,0.196,1.5093267614703,0.0202215187552645,0.0127543874297119,2543.15944902139,3026.49641366207
6936,0.1495,2.96010877394404,0.0622163321822823,0.0434363750083627,1701.54189178292,1965.89669360702
6937,0.284,1.81873150963065,0.0109152188088168,0.00803447184749395,5537.9564112845,5718.60994261884
6938,0.169,5.52046191311694,0.00777264148076045,0.00586279851052794,20365.1622193535,19794.5189464166
6939,0.2645,6.23286299452552,0.0222479655088114,0.0195550704446078,10129.7346807526,9111.17143466064
6940,0.2655,4.02192864455059,0.0126539166918091,0.00393299421001025,10686.7264126621,21756.4929352564
6941,0.2165,1.57037669541972,0.0058880198233558,0.00417893880805301,7381.09882291552,7407.32219191983
6942,0.415,4.33365238243427,0.00735605007741249,0.00520480966877625,19909.6882484665,21019.0954024987
6943,0.2485,1.64431193827845,0.00751395531872374,0.00657855875190362,6674.98415250345,5898.07274351784
6944,0.277,3.65893864163081,0.0112166451978565,0.00544732770519594,11091.3110091743,15877.0060970143
6945,0.158,2.42343364625659,0.0966741757139086,0.0869230737449808,893.558160106148,814.42244667963
6946,0.197,7.88210777462946,0.0410898727740476,0.0389631770184015,7013.34683187745,5903.97599390726
6947,0.29,2.27659229705679,0.00685003530338543,0.00329691558356527,10413.3930935063,14046.9703009951
6948,0.276,1.77952526210555,0.0219650693480149,0.0122214270346184,2809.38128046063,3790.93073391218
6949,0.249,6.3580049200133,0.0486745980382873,0.0361026344651359,4734.16034618578,5243.92465237667
6950,0.4375,5.74982393785176,0.00806114776344419,0.00642817501499181,24840.0941185028,24035.3707837432
6951,0.232,3.79262953917816,0.00978258485661273,0.00861664302294374,12436.6063598542,10909.659774285
