"prevalence","meanMOIvar","meanPTS","inverseSimpsonIndex","instance"
0.378,4.40397202048842,0.0912854805309141,1743.26580315818,341
0.233,2.97530123911442,0.0920578137534726,1176.58947276973,342
0.45,7.87428361951534,0.0374798984422049,7986.38255669708,343
0.222,3.588010635113,0.0756299546166067,1718.43131239371,344
0.22,4.69888102086212,0.0333950873852555,5059.51218324866,345
0.4275,6.30189260421479,0.0130042457635022,17509.3090560628,346
0.2235,4.20094167586207,0.05448830463622,2798.08564308652,347
0.385,3.79754467367092,0.0675986720599583,2057.22130344269,348
0.354,3.67096348729597,0.0351946694443704,3908.75056549864,349
0.4415,5.02342016301248,0.0360922432461546,5231.44710263357,350
0.404,3.73666834491848,0.027068285640401,4970.53981964879,351
0.3515,4.05284708135009,0.0145690326874395,9969.44343833792,352
0.333,4.83828931268311,0.0143026997855748,11927.9064759707,353
0.252,4.39956354297817,0.0143285646938449,10701.1335401618,354
0.186,2.30638586242155,0.0264467200490549,3077.87265738489,355
0.457,7.10725482678366,0.015890941365784,16531.6044755819,356
0.305,3.98177330725183,0.0295801932214016,4919.0852801166,357
0.2095,3.34502536827916,0.0867237464142073,1429.67216095639,358
0.2725,4.32964976770057,0.030032991493084,5283.72222311387,359
0.43,6.1145020730853,0.033351205965453,6951.71517273544,360
0.289,4.62983988527953,0.0493794803620472,3447.75876667836,361
0.1985,2.38161201105008,0.0720950377637524,1166.57196392718,362
0.4025,4.59900248414918,0.0178628741588736,9393.33768605869,363
0.4425,8.64848045384104,0.0543389913353312,5925.77244008586,364
0.2795,3.28869685170746,0.0815876850246913,1445.69945227909,365
0.28,4.41417161118964,0.0195325447855346,8054.54553948241,366
0.3825,4.88666058723399,0.0637062618321737,2739.26422674044,367
0.362,3.65423618278062,0.0674256044505885,2012.20377111494,368
0.466,6.47910380717892,0.00854038677216311,26790.9741166359,369
0.357,5.16256744667897,0.0274463525472434,7049.2781896035,370
0.0785,2.23254319857924,0.0645804635314312,1214.28718322035,371
0.2675,2.16495043428458,0.0125847580146369,5713.27819603284,372
0.3535,5.01939425976939,0.0347289637762386,5338.04064579927,373
0.3035,4.8749761216017,0.0414844084003352,4359.62446481463,374
0.4065,4.3640753584418,0.0786614570801508,2035.73022385505,375
0.258,4.21665540163409,0.0394419410317672,3965.85497474733,376
0.308,4.22277266098021,0.0752238068197859,2025.93815989984,377
0.2155,3.19883517183797,0.0584829995153325,1967.16658039184,378
0.3355,5.2451372536556,0.102862811562736,1806.46708612861,379
0.459,7.225500376523,0.0135937137356351,19473.2317818766,380
0.272,3.35131960125954,0.0145293140822636,7824.96644387464,381
0.4715,11.3680563735339,0.0149914154530524,28222.7185741174,382
0.2265,3.18877595954572,0.0561843285904961,2078.31165842453,383
0.4375,4.73303916207206,0.00934183772091592,17709.1031478721,384
0.2775,3.41950355340758,0.0229013771530763,5358.35549026809,385
0.4505,10.7017003105736,0.121495258605905,2670.55665518541,386
0.459,8.17562585806951,0.0335120571608217,9269.74042269636,387
0.444,4.68830037050789,0.0184200309853667,9208.90680105167,388
0.2525,2.08945903803578,0.0611379773196581,1259.27071354612,389
0.2235,3.40652959969424,0.145185199748026,764.24319951896,390
0.4105,5.52781312330691,0.0327879455989179,6274.15372359387,391
0.148,2.21433579281754,0.10017641171288,763.143147921582,392
0.354,4.64184522241765,0.0295403425871597,5773.94483957678,393
0.35,2.14393845551892,0.0307788731074109,2478.49143169373,394
0.1945,3.15899177138751,0.102393977910136,1082.15244178978,395
0.2385,3.07358597217279,0.0124706199600115,8132.12692150728,396
0.451,9.10820557911394,0.0712991682153805,4638.51252495459,397
0.4115,5.65405272677602,0.0211437881655814,9909.10832540909,398
0.4275,7.2969734994956,0.0414057171115478,6748.36217854647,399
0.1575,3.96372898108081,0.0650624825554829,2205.9105262186,400
0.3505,5.78463468594633,0.0144871461347148,14308.94160394,401
0.405,3.44033013271734,0.00801103416879267,14532.7200573236,402
0.4225,4.91847802163143,0.0328011911581738,5643.39929715374,403
0.22,3.41505802425462,0.0342002586477824,3609.64590848271,404
0.281,3.84137248351991,0.0112071001671643,11490.4338450447,405
0.4585,9.15847635903481,0.0517639424330283,6765.92250084014,406
0.312,3.07813282068558,0.0283831075683873,3953.74104534905,407
0.1935,3.97593619244698,0.0882704923199191,1615.88708302618,408
0.437,6.30292815242536,0.0103082975342013,21623.8857655294,409
0.4445,8.24172113887422,0.0636485183805225,4567.23360969073,410
0.3625,2.3987511299911,0.00811328368295345,9686.46012753812,411
0.2985,3.61540243310898,0.0194238496695879,6628.69894404503,412
0.469,9.23282933200121,0.0313467363756618,11241.9771864549,413
0.4335,6.88714034683187,0.0274191302911484,9387.17245284221,414
0.361,4.06332939972327,0.0193087760857882,7604.67479160082,415
0.375,3.01875728550261,0.0363179374231902,3077.51068217838,416
0.386,2.64577093764142,0.0113466903613066,8096.89103610717,417
0.311,4.33058016489349,0.0252495344353453,6256.56524776661,418
0.299,2.55624984477845,0.073463372153215,1271.52695418849,419
0.221,1.93285361442782,0.0835609350794804,843.823143294895,420
0.3095,3.27276065629894,0.123428720280725,927.902478900113,421
0.252,1.9837287971713,0.0828304922085144,815.870537259653,422
0.3635,4.38352857697922,0.0524661347790866,3093.76663815237,423
0.231,3.99249215120141,0.0594104562849361,2489.68070447373,424
0.2075,4.1554568657073,0.0386726583004331,3968.22264142448,425
0.4195,3.3871054569275,0.00880127798404446,13200.4903251337,426
0.318,4.41821044975406,0.0234743978595231,6713.29590686319,427
0.267,4.46024086762385,0.0323094093951464,5108.08135833832,428
0.375,5.28034903369746,0.06424420306354,2858.39606589052,429
0.418,4.98251622175848,0.0466627169481901,3982.87496671612,430
0.4125,5.57415124850932,0.044038757497832,4549.31127907641,431
0.311,3.33192491560776,0.0937295674457562,1171.55610971056,432
0.218,3.83852065696246,0.110310198004261,1128.32054298741,433
0.2685,5.04936704863689,0.0361067030296982,5229.15423602087,434
0.3835,5.62238207485489,0.0348680816774212,6074.3325870085,435
0.463,11.0454230400543,0.0379735398291137,11186.9698260299,436
0.325,2.15660273981607,0.0245036364692186,3160.42216497939,437
0.359,5.01874144197303,0.031475372762551,5874.25165465562,438
0.483,12.3026654398296,0.0344596808746871,13770.1709883124,439
0.377,3.72665477836833,0.0152412636417389,8761.95248777032,440
0.381,5.04779455942866,0.0280406909170214,6745.5243700497,441
0.3405,2.18513737877028,0.00752386843568791,9335.28425650026,442
